query	expect_answer	is_exact	answer	answer_from
101国际最新品牌酒店2的出版时间	2012-2	1	2012年2月	来自百度百科

1-溴全氟己烷的CAS号	335-56-8	1	335-56-8	来自百度百科

100个杰出人物的童年故事:注音版的作者	李秀侠	1	李秀侠	来自百度百科

0-6岁儿童睡眠问题解析的页数	334	1	334页	来自百度百科

12号短期公寓的地理位置	老城	1	老城	来自百度百科

1826年的农历	<a>丙戌</a> <a>年</a>	1	丙戌 年	来自百度百科

1-金刚烷甲酸甲酯的分子量	194.27	1	194.27	来自百度百科

144的分解质因数	24×32	1	2⁴*3²	来自百度百科

1-氨基-2,5-二甲基苯的熔点	15.5℃	1	15.5摄氏度	来自百度百科

1106年的外文名	In 1106	1	In 1106	来自百度百科

06春同步·拓展·高二英语·下的页数	288	1	288页	来自百度百科

"气"与抗争政治的作者	<a>应星</a>	1	应星	来自百度百科

05wan斗战胜佛的主要角色	仙灵、修罗、牛魔、妖猴	1	仙灵、修罗、妖猴、牛魔	来自百度百科

1204E轴承的内径	20	1	20	来自百度百科

10·9南京高速路撞车事故的时间	2010年10月9日上午	1	2010年10月9日上午	来自百度百科

108开 108盒卡*交通工具的页数	100	1	100页	来自百度百科

16万车票滞留车站的时间	农历腊月廿六	1	农历腊月廿六	来自百度百科

101 Design Methods的出版时间	2012-10	1	2012年10月	来自百度百科

.io的陆地面积	60平方公里	1	60平方公里	来自百度百科

1-苄基-4-氯-1氢-吡咯[3,2-c]并吡啶的别名	1-苄-2-甲咪唑	1	1-benzyl-4-chloro-1H-pyrrolopyridine、1-苄-2-甲咪唑	来自百度百科

1-萘基-2-硫脲的化学式	C11H10N2S	1	C11H10N2S	来自百度百科

0-3岁小婴孩认世界：数数的出版时间	2010-01-01	1	2010年1月1日	来自百度百科

03探索综合应用大讲堂初三化学（下）的作者	江家发	1	江家发	来自百度百科

10月14日的含义	阳历一年中的第287天	1	阳历一年中的第287天(闰年第288天)	来自百度百科

10分钟家常菜的出版社	吉林科学技术出版社	1	吉林科学技术出版社	来自百度百科

100天上大学艺体专业高考文化冲刺·物理的出版时间	2010-9	1	2010年9月	来自百度百科

12王子爱你铁了心的女主角	：蓝月儿。	1	蓝月儿	来自百度百科

(S)-Cbz-3-氨基-Y-丁内酯的外文名	CbzS3Aminoγbutyrolactone	1	CbzS3Aminoγbutyrolactone	来自百度百科

1826天的思念的作者	离染	1	离染	来自百度百科

136-2舒适宽敞乔丹公寓的英文名称	136-2 Cozy spacious Jordaan Apartment	1	136-2 Cozy spacious Jordaan Apartment	来自百度百科

100位为新中国成立作出突出贡献的英雄模范人物：张自忠的页数	128页	1	128页	来自百度百科

1,2-重氮氧基-4-萘磺酸的英文名	1,2-Naphthoxydiazo-4-sulfonic  acid	1	1,2-Naphthoxydiazo-4-sulfonic acid	来自百度百科

.NET软件测试自动化之道的译者	<a>刘晓伟</a>	1	刘晓伟	来自百度百科

(1R,2S)-1-氨基-2-茚醇的摩尔质量	149.19	1	149.19	来自百度百科

.NET安全性与密码术的页数	340	1	340页	来自百度百科

1-（4-氯苯甲酰基）-5-甲氧基-2-甲基-1H-吲哚-3-乙酸羧甲基酯的摩尔质量	415.83	1	415.83	来自百度百科

1450年的农历	<a>庚午</a>年（<a>马年</a>	1	庚午年(马年)	来自百度百科

14岁(09)的作者	楳圖一雄	1	楳图一雄	来自百度百科

.hack//G.U. TRILOGY的片长	93分钟	1	1小时33分钟	来自百度百科

1,3-丁二烯的相对分子质量	54.09	1	54.0916	来自百度百科

13春口算达标天天练数学·四年级下的作者	赖林祥 编	1	赖林祥	来自百度百科

08年成考高考教材数学的作者	郭秀梅	1	郭秀梅	来自百度百科

1,1-二甲氧基-2-苯基乙烷的外文名	1,1-Dimethoxy-2-phenyl ethane、Phenylacetaldehyde Dimethyl Acetal	1	1,1-Dimethoxy-2-phenyl ethane、Phenylacetaldehyde Dimethyl Acetal	来自百度百科

035型潜艇的外文名	Type 035 submarine	1	Type 035 submarine	来自百度百科

1401年的世纪	15世纪	1	15世纪	来自百度百科

12580生活播报的包括	数位、汽车、财富	1	财富、汽车、数位	来自百度百科

.NET本质论（影印版）的作者	(DonBox)伯克斯	1	伯克斯	来自百度百科

1 2.3 冰块人的作者	stjane	1	stjane	来自百度百科

15W单晶太阳能板的峰值电压	(Vmp)：17.8 V	1	(Vmp)：17.8V	来自百度百科

10剖析高中历史必修2RM的页数	248	1	248页	来自百度百科

12女杰闯商海的出版时间	2009-3	1	2009年3月	来自百度百科

10分钟学编绳丛书：编绳配饰的页数	115页	1	115页	来自百度百科

15天学通AutoCAD 2012中文版辅助绘图的作者	李璐璐	1	李璐璐	来自百度百科

130系列三相步进电机的步距精度	5%	1	5%	来自百度百科

1-（氯-1-吡咯烷基亚甲基）吡咯烷四氟硼酸盐的分子量	274.49	1	274.49	来自百度百科

100现代诗精选的作者	罗若冰	1	罗若冰	来自百度百科

1-烯丙基-3-甲基咪唑四氟硼酸盐的CAS号	851606-63-8	1	851606-63-8	来自百度百科

1000L乳化机的设计容积	1000L	1	1000升	来自百度百科

1035年的朝代	北宋景祐二年	1	北宋景祐二年	来自百度百科

100天上大学艺体专业高考文化冲刺·政治的出版时间	2010-9	1	2010年9月	来自百度百科

0岁宝宝书：蘑菇在哪里的出版时间	第1版 (2010年6月1日)	1	2010年6月1日(第1版)	来自百度百科

1400年的世纪	15世纪	1	15世纪	来自百度百科

1-氨基环丙烷羧酸甲酯盐酸盐的分子量	151.59	1	151.59	来自百度百科

10000知道的隶属	中国电信集团公司	1	中国电信集团公司	来自百度百科

15秒法则的国籍	美国	1	美国	来自百度百科

12Cr1MoVG高压合金管的年均增长	可达10-12%	1	可达10-12%	来自百度百科

007装饰网的出处	瑞祥集团旗下的装饰设计门户网站	1	瑞祥集团旗下的装饰设计门户网站	来自百度百科

1-对甲基苯磺酸基咪唑的英文名	1-(p-Toluenesulfonyl)imidazole	1	1-(p-Toluenesulfonyl)imidazole	来自百度百科

.wang的正式上线时间	2014年3月22日	1	2014年3月22日	来自百度百科

1669年的生肖	猴年	1	酉鸡(农历 己酉年，阳历 0113年0月0日-年0月0日)	来自百度知识图谱

1765年的年号	清朝乾隆三十年	1	清朝乾隆三十年	来自百度百科

100个句子搞定英语语法的出版时间	2004-4	1	2004年4月	来自百度百科

141的罗马数字	CXLI	1	CXLI	来自百度百科

"海洋"号两栖直升机母舰的排水量	21758吨	1	21758吨(满载)	来自百度百科

007三战金手指 （詹姆斯·邦德惊险小说系列）的作者	弗莱明(Fleming,I.)	1	弗莱明(Fleming,I.)	来自百度百科

11·24山西安泽小学爆炸事件的时间	2011年11月23日15时15分	1	2011年11月23日15时15分	来自百度百科

12·9北京海淀庆丰包子铺爆炸的时间	2011年12月10日上午9时	1	2011年12月10日上午9时	来自百度百科

1000位顶尖业务的成交法则的出版时间	2008.9	1	2008年9月	来自百度百科

175wan游戏平台的成立时间	2008.1	1	2008年1月	来自百度百科

15联呼吸道病毒荧光标记PCR检测试剂盒的保存温度	-20℃	1	-20摄氏度	来自百度百科

18道爱滋味的上映时间	2010年6月12日	1	2010	来自百度知识图谱

1,2-环己烷二甲酸二缩水甘油酯的别名	Diglycidyl hexahydrophthalate	1	Diglycidyl 1,2-cyclohexanedicarboxylate、Diglycidyl hexahydrophthalate	来自百度百科

.at域名的国家	<a>奥地利</a>	1	奥地利	来自百度百科

101-39-3的分子式	C10H10O	1	C10H10O	来自百度百科

1000个人体之谜的页数	189	1	189页	来自百度百科

06春快客英语综合手册七年级下的页数	145	1	145页	来自百度百科

0~6岁宝宝语言表达能力训练全书的出版时间	2010-9-1	1	2010年9月1日	来自百度百科

007-50周年珍藏宝典的页数	160	1	160页	来自百度百科

12·24吉林市小区天然气爆炸事故的时间	2011年1月17日	1	2011年1月17日	来自百度百科

10·18内蒙古敖汉旗铁路隧道塌方事故的发生时间	2010年10月18日下午	1	2010年10月18日	来自百度百科

1515特卖场的隶属	Hers爱物网	1	Hers爱物网	来自百度百科

10~16岁叛逆期1的出版时间	2010-1	1	2010年1月	来自百度百科

1889年约翰斯敦洪水事件的时间	1889年	1	1889年	来自百度百科

160P/LINEAR彗星的发现时间	2004年7月	1	2004年7月	来自百度百科

100个创造历史的故事的作者	里克.拜尔	1	里克	来自百度百科

15Cr2Ni2的断面收缩率	ψ (%)：40	1	ψ (%)：40	来自百度百科

1/3浪漫主义的作者	しばの結花                       /            芝野結花	1	芝野	来自百度百科

1,6-萘二磺酸的外文名	1,6-Naphthalenedisulfonic Acid	1	1,6-Naphthalenedisulfonic Acid	来自百度百科

151海报卷的出版时间	2010年8月1日	1	2010年8月1日	来自百度百科

17年的干支	丁丑年	1	丁丑	来自百度百科

18.失落的红宝石老鼠记者新译本的出版时间	2011-7	1	2011年7月	来自百度百科

100个必学商务情景英语口语的出版时间	2010年03月	1	2010年3月	来自百度百科

1307K轴承的型号	1307K	1	1307K	来自百度百科

1.5惠州市区交通事故的发生时间	2012年1月6日下午2时	1	2012年1月6日	来自百度百科

110首中国民歌钢琴小曲集的出版时间	2006年5月1日	1	2006年5月1日	来自百度百科

111款女孩最爱的蕾丝钩织小物集的出版时间	2012-12-10	1	2012年12月10日	来自百度百科

07-08传媒主张的出版时间	2008-1-1	1	2008年1月1日	来自百度百科

0-3岁宝宝最需要的生活护理的出版时间	2007年11月1日	1	2007年11月1日	来自百度百科

14堂课洞穿英语六级249分听力的出版时间	2010-9	1	2010年9月	来自百度百科

101游戏合集的其他名称	101-in-1 Games	1	101-in-1 Games	来自百度百科

100位为新中国成立作出突出贡献的英雄模范人物：王克勤的页数	128	1	128页	来自百度百科

100个幸福的理由的作者	<a>王珣</a>	1	王珣	来自百度百科

1904年美国圣路易斯万国博览会图录的页数	402	1	402页	来自百度百科

1213E轴承的厚度	23	1	23	来自百度百科

1,2,3,5-四乙酰-β-D-呋喃核糖的分子量	318.2766	1	318.2766	来自百度百科

13春小学语文课本完全讲解*三年级下的页数	234	1	234页	来自百度百科

10·9印度比哈尔快运列车与汽车相撞事故的伤亡	至少8人死亡	1	至少8人死亡	来自百度百科

1000个为什么的作者	朱远洋	1	朱远洋	来自百度百科

17342-08-4的化学式	C5H9NO2	1	C5H9NO2	来自百度百科

1.4河南濮阳一化工厂起火事故的时间	2013年1月4日	1	2013年1月4日	来自百度百科

11G101-1的出版时间	2011年8月	1	2011年8月	来自百度百科

12捷径提前上大学的出版时间	2009-9	1	2009年9月	来自百度百科

1,3-苯二硫酚的外文名	benzene-1,3-dithiol	1	1,3-Benzenedithiol	来自百度百科

06J908-7既有建筑节能改造的出版时间	2006-10	1	2006年10月1日	来自百度百科

13岁女孩被铐“游街”事件的时间	2013年5月27日	1	2013年5月27日	来自百度百科

1,5-二咖啡酰奎宁酸的外文名	1,5-Dicaffeoylquinic acid; Cynarin、Cynarine	1	1,5-Dicaffeoylquinic acid; Cynarin；Cynarine	来自百度百科

160个词教你读懂猫咪心的译者	林珍妮 丁雯妍	1	丁雯妍、林珍妮	来自百度百科

10·10浙江钱塘江意外落水事件的时间	2010年10月10日下午	1	2010年10月10日下午	来自百度百科

1300R005BN4HC滤芯的过滤精度	5μm	1	5微米	来自百度百科

09考研数学考前必做三套题的作者	蔡子华	1	蔡子华	来自百度百科

17世纪的英国社会的页数	232	1	232页	来自百度百科

12·1乌克兰示威活动的时间	2013年12月1日	1	2013年12月1日	来自百度百科

1-氨基蒽醌的熔点	253~254	1	253~254	来自百度百科

1427年的世纪	15世纪	1	15世纪	来自百度百科

101种降低高血压的特效法的译者	王慧　译	1	王慧	来自百度百科

06春快客英语综合手册七年级下的出版时间	2005-11	1	2005年11月	来自百度百科

080M46的硬度	;供货状态硬度 137~170	1	供货状态硬度 137~170	来自百度百科

06春龙门新教案八年级数学下北师大版的页数	171	1	171页	来自百度百科

18岁的童话故事之不分手的恋爱的作者	半池	1	半池	来自百度百科

0-3岁宝宝完美早教方案的作者	<a>刘颖</a>	1	刘颖	来自百度百科

18轮大卡车：极限卡车司机的开发商	SCS Software	1	SCS Software	来自百度百科

121外语中心的时间	成立于2009年	1	成立于2009年	来自百度百科

1-苯甲酰丙酮的外文名	1-Benzoylacetone	1	1-Benzoylacetone	来自百度百科

1500米赛跑的所属项目	田径	1	田径	来自百度百科

100位为新中国成立作出突出贡献的英雄模范人物：恽代英的页数	128页	1	128页	来自百度百科

1809年的纪年	<a>巳</a>年（<a>蛇</a>年）	1	清仁宗嘉庆十四年	来自百度百科

14号住宿加早餐旅馆的地理位置	红灯区	1	红灯区	来自百度百科

10·31松原地震的震级	5.5级	1	5.5级	来自百度百科

100个天才少年的成长启示的页数	247	1	247页	来自百度百科

1-乙酰基萘的化学式	C12H10O	1	C12H10O	来自百度百科

0的诱惑的作者	圣射手shiry	1	圣射手shiry	来自百度百科

15岁的笑脸的作者	琪玛儿	1	琪玛儿	来自百度百科

0～3岁聪明宝宝营养全书的作者	李晓雯	1	李晓雯	来自百度百科

11号公寓酒店的地理位置	新城区	1	新城区	来自百度百科

118864-75-8S-1-苯基-1,2,3,4-四氢异喹啉的CAS号	118864-75-8	1	118864-75-8	来自百度百科

1234道逻辑思维训练的页数	415	1	415页	来自百度百科

0-3岁婴幼儿心智发展方案的作者	杨曙黎	1	杨曙黎	来自百度百科

12·22广东东莞在线访谈马甲事件的时间	2011年12月22日上午	1	2011年12月22日上午	来自百度百科

****诡探的作者	长龙	1	长龙	来自百度百科

100现代诗精选的译者	罗若冰	1	罗若冰	来自百度百科

1,2-环氧丁烷的外文名	1,2-epoxybutane	1	1,2-epoxybutane	来自百度百科

11种萝卜食疗方法的口味	香甜	1	香甜	来自百度百科

1,2,3-三甲氧基苯的分子量	168.1898	1	168.1898	来自百度百科

1872-2008中国的媒介嬗变与日常生活的作者	刘少文	1	刘少文	来自百度百科

14年的干支纪年	生肖狗、甲戌年	1	甲戌年,生肖狗	来自百度百科

100XN建筑造型与表皮-II（下册）的页数	344	1	344页	来自百度百科

16岁的奇遇人生的作者	初手	1	初手	来自百度百科

.NET Framework编程思想的译者	泰格斯	1	袁勤勇等	来自百度百科

1,6-己二醇二丙烯酸酯的分子量	226	1	226	来自百度百科

14楼酒店的英文名称	14th Floor Hotel	1	14th Floor Hotel	来自百度百科

(3B)活页资料上海版牛津英语的出版时间	2000-12-01	1	2000年12月1日	来自百度百科

10·22天津荣乌高速车祸的伤亡人数	8人	1	8人	来自百度百科

09返利网的成立时间	2010年10月	1	2010年10月	来自百度百科

10kv氧化锌避雷器测试仪的直流电压	30KV	1	30KV	来自百度百科

12V/2A电源适配器的功率	24W	1	24W	来自百度百科

007三战金手指 （詹姆斯·邦德惊险小说系列）的作者	弗莱明(Fleming,I.)	1	弗莱明(Fleming,I.)	来自百度百科

100分红对钩应用题一本全·三年级的出版时间	2012-3	1	2012年3月	来自百度百科

1110酒店的英文名称	Hotel 1110	1	Hotel 1110	来自百度百科

15篇文章贯通四级词汇的出版社	吉林出版集团有限责任公司	1	吉林出版集团有限责任公司	来自百度百科

1080度滑雪的游戏类型	国外游戏 - PC模拟器	1	模拟类	来自百度百科

1604年的生肖	龙	1	辰龙(农历 甲辰年，阳历 0113年0月0日-年0月0日)	来自百度知识图谱
