query	expect_answer	is_exact	answer	answer_from
10·30四川达州被封煤窑中毒事件的发生地	四川达州开江县	1	2010年10月30日	来自百度百科

L·安德鲁·奥布莱的出生日期	1976年3月14日	1	1976年3月14日	来自百度百科

不必多说话的谱曲	黄国伦	1	黄国伦	来自百度百科

KA060AR0-KAYDON薄壁轴承的内径	152.4mm	1	152.4毫米	来自百度百科

J·弗雷德·塔尔博特号驱逐舰的舷号	DD-156	1	DD-156	来自百度百科

一二年生花卉彩色图说的作者	克里斯托弗·威尔逊	1	克里斯托弗·威尔逊	来自百度百科

上海久诚橡塑科技有限公司的总部地点	上海	1	上海	来自百度百科

上海音乐教育基地的国家	中国	1	中国	来自百度百科

C·彭马的国籍	英格兰	1	英国	来自百度百科

Puredata PCD8023UA-12的高	44	1	44	来自百度百科

Chimport 中国（广州）世界品牌进口博览会的主办单位	广州光亚展览贸易有限公司	1	广州光亚展览贸易有限公司	来自百度百科

FAG ZGB120X135X120轴承的外径	135mm	1	135毫米	来自百度百科

《管理科学与工程考试大纲及指南》课后习题和典型题详解的出版时间	2008-7	1	2008年7月	来自百度百科

下杉木箐村的所属地区	云南省红河州石屏县龙朋镇三家村	1	云南省红河州石屏县龙朋镇三家村	来自百度百科

4年级（下）的页数	97	1	97页	来自百度百科

LG L1942C的屏幕尺寸	19英寸	1	19英寸	来自百度百科

B·高维利的英文名	BenRowley	1	BenRowley	来自百度百科

上海途博工业技术有限公司的总部地点	上海	1	上海	来自百度百科

2012第二十届无锡太湖国际机床及模具制造设备展览会的展出时间	2012年03月01日 至 2012年03月04	1	2012年3月1日 至 2012年3月04	来自百度百科

Ann Ward的身高	1.88m	1	188cm	来自百度百科

一追再追的填词	<a>林夕（著名填词人）</a>	1	林夕	来自百度百科

Melody Nurramdhani Laksani的出生地	万隆	1	万隆	来自百度百科

三国志新英杰传：刘备传的游戏类型	策略	1	策略类	来自百度百科

2011第九届宁波国际纺织面料、辅料、纱线展览会的展会面积	8840平米	1	8840平米	来自百度百科

专利的取得与保护――专利法原理与实务的出版时间	1996-09	1	1996年9月	来自百度百科

NTN 4R3820轴承的厚度	168 mm	1	168毫米	来自百度百科

Greatest Breakbeats的发行时间	2005-05-16	1	2005年5月16日	来自百度百科

ifive S的厚度	9.3毫米	1	9.3毫米	来自百度百科

TIMKEN 24781-24721轴承的型号	24781-24721	1	24781-24721	来自百度百科

下阿来自然村的人口	683人	1	683人	来自百度百科

NTN 61906-2Z轴承的轴承外径	47	1	47	来自百度百科

IKO NAXI2530轴承的极限转速	6500	1	6500	来自百度百科

专家教你降三高的出版时间	2011年9月	1	2011年9月	来自百度百科

LG GP08NU6W的接口类型	USB2.0	1	USB2.0	来自百度百科

上海公共租界的外文名	Shanghai International Settlement）	1	Shanghai International Settlement	来自百度百科

P级袭击舰的总功率	165000马力	1	165000马力	来自百度百科

《长恨歌》的编剧	杨智深	1	蒋丽萍，赵耀民，王安忆	来自百度知识图谱

丁九的出生日期	1920年10月	1	1920年10月	来自百度百科

IBM IMS Recovery Expert for z/OS的简称	IMS RE	1	IMS RE	来自百度百科

2003~2004全国工业设计专业大学优秀毕业设计作品集（上下）的作者	何人可	1	何人可	来自百度百科

Pidgey的中文名	波波	1	波波	来自百度百科

Painter IX数字绘画艺术的译者	诸海波	1	诸海波	来自百度百科

A·奥登的出生日期	1991年8月26日	1	1991年8月26日	来自百度百科

back2脊态的含义	让脊柱回归到正常的生理状态	1	让脊柱回归到正常的生理状态	来自百度百科

Adobe Photoshop影像密码的出版时间	2000-11	1	2000年11月	来自百度百科

Q41F/Q71F对夹式球阀的公称压力	1.6～2.5MPa	1	1.6～2.5MPa	来自百度百科

The Cuckoo Clock of Doom （平装）的页数	144 页	1	144页	来自百度百科

上海莘庄镇舞蹈队的建立时间	2000年	1	2000年	来自百度百科

AutoCAD2013室内装潢设计实战的页数	437	1	437页	来自百度百科

A·列斯菲的英文名	AugustoOliveiradaSilva,AugustoRecife	1	AugustoOliveiradaSilva,AugustoRecife	来自百度百科

TIMKEN 2789-2729轴承的型号	2789-2729	1	2789-2729	来自百度百科

NSK 5312轴承的厚度	54mm	1	54毫米	来自百度百科

2011第八届中国——东盟博览会的展会面积	约50000平方米	1	约50000平方米	来自百度百科

上海龙之梦丽晶大酒店的地理位置	上海浦西地区	1	上海浦西地区	来自百度百科

FAG 22310-E1-K轴承的内径	50mm	1	50毫米	来自百度百科

W·奥利华拉的国籍	巴西	1	巴西	来自百度百科

一只松鼠的作者	刘不学	1	刘不学	来自百度百科

49种实用化工产品制造技术的出版时间	1995年1月1日	1	1995年1月1日	来自百度百科

I·拉平的出生日期	1988年5月8日	1	1988年5月8日	来自百度百科

V·凯斯利弗的出生日期	1980年12月12日	1	1980年12月12日	来自百度百科

EDS-518A的尺寸	95*135*140mm	1	95*135*140毫米	来自百度百科

5分钟搞定客户的出版时间	2010年04月	1	2010年4月	来自百度百科

上龙井自然村的面积	1.04平方公里	1	1.04平方千米	来自百度百科

attos的中文名	attos	1	爱徒奢华之家	来自百度百科

boldo的出生日期	1978.11.16	1	1978年11月16日	来自百度百科

Q味果冻沙拉的口味	甜	1	甜	来自百度百科

上下毡自然村的海拔	1700米	1	1700米	来自百度百科

上海汤革实业有限公司的总部地点	上海	1	上海	来自百度百科

E·皮里斯的身高	182厘米	1	182厘米	来自百度百科

Sadovoye Koltso Serpukhovskaya Apartments的酒店星级	3星级	1	三星级	来自百度百科

ROTC的国别	美国	1	美国	来自百度百科

2009西医综合考研辅导指南的出版时间	第1版 (2007年6月1日	1	2007年6月1日	来自百度百科

NGC 504的发现日期	1827年11月22日	1	1827年11月22日	来自百度百科

REM Rapid eye movement 森下千里写真集的作者	沢渡朔／撮影	1	沢渡朔	来自百度百科

上海唐冶实业有限公司的成立年代	1996年	1	1996年	来自百度百科

世界上最神奇的60个经典定律的页数	312页	1	312页	来自百度百科

上海星畅网络科技有限公司的成立时间	2001年9月	1	2001年9月	来自百度百科

SKF 6007-2RZ轴承的外径	62mm	1	62毫米	来自百度百科

Y尼旅馆的酒店星级	1星级	1	一星级	来自百度百科

Aston Ungasan Hotel and Convention Center的酒店星级	4星级	1	四星级	来自百度百科

万能鉴定士Qの事件簿 Ⅱ的出版时间	2010-4-24	1	2010年4月24日	来自百度百科

一品·明珠的建筑面积	4.8平方米	1	4.8平方米	来自百度百科

Eltrotec的中文名	艾托特克	1	艾托特克	来自百度百科

Flash5.0网页动画制作实例（附光盘）的页数	320	1	320页	来自百度百科

SKF C4028-2CS5V轴承的厚度	69mm	1	69毫米	来自百度百科

“陆盾”2000(LD2000)型近程防空武器系统的外文名	LD2000	1	LD2000	来自百度百科

C·哆密格的出生日期	1992年1月20日	1	1992年1月20日	来自百度百科

一烯丙基胺的CAS号	107-11-9	1	107-11-9	来自百度百科

Infortrend ES S16S-J1000-S的产品重量	27Kg	1	27千克	来自百度百科

EP 9315工控板的工作温度	-20°C~ 70°C	1	-20摄氏度~70摄氏度	来自百度百科

C·艾基里奇的国籍	土耳其	1	土耳其	来自百度百科

万学城的作者	道隐·凤凰鸣	1	道隐·凤凰鸣	来自百度百科

上海百洋医用数据处理技术有限公司的隶属	百洋医药集团公司	1	百洋医药集团公司	来自百度百科

万豪景苑的绿化率	30%	1	30%	来自百度百科

不可思议的篮球的发行商	Idoru	1	Idoru	来自百度百科

Acer 4560G-4333G50Mnkk的屏幕尺寸	14英寸 1366x768	1	14英寸	来自百度百科

NTN 33021U轴承的内径	105 mm	1	105毫米	来自百度百科

上堂开示颂的作品出处	<a>《全唐诗》</a>	1	《全唐诗》	来自百度百科

trey songz的职业	歌手	1	歌手	来自百度百科

M.Born的性别	男	1	男	来自百度百科

V·施维雷斯德的英文名	VincenzoSilvestri	1	VincenzoSilvestri	来自百度百科

下野猪村的面积	2平方公里	1	2平方千米	来自百度百科

because the night的作者	Patti Smith	1	Patti Smith	来自百度百科

SKF 3214A轴承的外径	125mm	1	125毫米	来自百度百科

L·米希尔的出生日期	1988年3月12日	1	1988年3月12日	来自百度百科

90后重生记的作者	米粒冰欺凌	1	米粒冰欺凌	来自百度百科
2009中国当代文学年鉴的出版时间	2010-10	1	2010年10月	来自百度百科

Win32.Troj.Startpage.s的中文名	陷阱	1	陷阱	来自百度百科

2007数学复习全书的出版时间	2006-2	1	2006年2月	来自百度百科

PQI i512(32GB)的存储容量	32GB	1	32GB	来自百度百科

HP ProLiant DL580 G5(438084-AA1)的CPU型号	Xeon E7340 2.4GHz	1	Xeon E7340 2.4GHz	来自百度百科

mama said的中文名	<a>迪克兰</a>·加尔布雷斯	1	迪克兰·加尔布雷斯	来自百度百科

一起走过的叛逆季节的作者	单恋一瓣雪	1	单恋一瓣雪	来自百度百科

world elite的成立时间	2005年5月	1	2005年4月21日	来自百度百科

上海钢铁服务业协会的外文名	SSSTA	1	SSSTA	来自百度百科

上饶龙潭湖宾馆的建筑面积	3.4万平方米	1	3.4万平方米	来自百度百科

d-柠檬烯的外文名	D-limonene	1	D-limonene	来自百度百科

ben10骇客少年特技自行车修改版的游戏大小	4463KB	1	4463KB	来自百度百科

SKF NA4860轴承的外径	380mm	1	380毫米	来自百度百科

一生奈何的作者	李坤阳	1	李坤阳	来自百度百科

2010专利代理人资格考试指南的页数	794	1	794页	来自百度百科

DS1302芯片的公司	美国DALLAS公司	1	美国DALLAS公司	来自百度百科

三星 P430-JS0D的上市时间	2011年04月	1	2011年4月	来自百度百科

七龙珠完全版 01的页数	216	1	216页	来自百度百科

万晓文的性别	男	1	男	来自百度百科

丁敏君的门派	<a>峨眉派（源自先秦华夏的本土流派）</a>	1	峨眉派	来自百度百科

七彩虹逸彩9600GT-GD3 CF黄金版 512M N10的显存容量	512MB GDDR3	1	512MB GDDR3	来自百度百科

HY N229W的点距	0.282mm	1	0.282毫米	来自百度百科

一慧的国籍	中国	1	中国	来自百度百科

summer blue的填词	森由里子	1	森由里子	来自百度百科

Pro/ENGINEER 2001中文版零件设计初级指南的页数	521	1	521页	来自百度百科

3S集成的外文名	integration, integration of GPS, RS and GIS technology	1	integration, integration of GNSS, RS and GIS technology	来自百度百科

三辅黄图校注的作者	魏全瑞 编	1	魏全瑞	来自百度百科

三诚商贸有限公司的总部地点	江门市蓬江区	1	江门市蓬江区	来自百度百科

ACH-04-08-05压电薄膜传感器的量程	±250	1	±250	来自百度百科

cabben的总部地点	中国香港	1	中国香港	来自百度百科

一枪杀几人3升级版的其他名称	Ricochet Kills 3 Level Pack	1	Ricochet Kills 3 Level Pack	来自百度百科

DAW自宅マスタリング的出版时间	2011-5-25	1	2011年5月25日	来自百度百科

R·斯泰克的国籍	德国	1	德国	来自百度百科

Dewen和拖鞋的民族	汉族	1	汉族	来自百度百科

三星SGH-G608的上市时间	2007年	1	2007年	来自百度百科

T·罗佈雷多的体重	75 kg	1	75kg	来自百度百科

XML数据管理的出版时间	2009年10月	1	2009年10月	来自百度百科

SKF KR80PPA轴承的内径	80mm	1	80毫米	来自百度百科

SSK 诱惑 SFD042的外形尺寸	29.1*12.1*6.2mm	1	29.1*12.1*6.2毫米	来自百度百科

PLZ89式122mm自行榴弹炮的最大功率	330千瓦	1	330千瓦	来自百度百科

SKF NUTR2562A轴承的厚度	24mm	1	24毫米	来自百度百科

FM89.3的发行公司	AMG Entertainment	1	AMG Entertainment	来自百度百科

Costanza Francavilla的中文名	康斯坦茨·弗兰卡维拉	1	康斯坦茨·弗兰卡维拉	来自百度百科

《电子商务基础与应用（第五版）》学习指导与练习的作者	<a>杨坚争</a>	1	杨坚争	来自百度百科

A·达伦的身高	181厘米	1	181厘米	来自百度百科

三星R460-AS05的内存容量	2GB	1	2GB	来自百度百科

La Tronches足球俱乐部的英文名称	La Tronches	1	La Tronches	来自百度百科

SKF NA6919轴承的内径	95mm	1	95毫米	来自百度百科

万科渝园的外文名	Vanke Yu Garden	1	Vanke Yu Garden	来自百度百科

上双河村的面积	2.63平方公里	1	2.63平方千米	来自百度百科

2012全国初级会计专专用教材—历年真题考点及经济法基础的出版时间	2011-12-09	1	2011年12月9日	来自百度百科
