query	expect_answer	is_exact	answer	answer_from
伟人庄园的等级	AOC	1	AOC	来自百度百科

信息法治：政府治理新视角的出版时间	2009-10-1	1	2009年10月1日	来自百度百科

东风辞的创作年代	宋	1	宋	来自百度百科

中华风湿病学杂志的邮发代号	22-153	1	22-153	来自百度百科

乳白花栒子的科	蔷薇科	1	蔷薇科	来自百度知识图谱

偷天16的作者	血紅	1	血红	来自百度百科

伊万·昆廷的出生日期	1970-05-02	1	1970年5月2日	来自百度百科

任洪强的民族	汉族	1	汉族	来自百度百科

丹尼埃尔·洛佩斯·皮内多的国籍	西班牙	1	西班牙	来自百度百科

于素平的性别	女	1	女	来自百度百科

以色列十二支派的首相	约瑟	1	约瑟	来自百度百科

中国竹书画碑林碑刻集的出版时间	2012-10	1	2012年10月	来自百度百科

倪雷的外文名	Kevin	1	Kevin	来自百度百科

中国民间国际旅游的外文名称	China Civil International Tourist Corporation	1	China Civil International Tourist Corporation	来自百度百科

临淇镇的火车站	红旗渠站	1	红旗渠站	来自百度百科

为分开庆祝的唱片公司	永高创意家族	1	永高创意家族	来自百度百科

九等天使的作词	夏天	1	夏天	来自百度百科

人工喊价的外文名	Pit Trading	1	Pit Trading	来自百度百科

亢田村的面积	8000亩	1	8000亩	来自百度百科

中国宗族制度与谱牒编纂的出版时间	2011年5月1日	1	2011年5月1日	来自百度百科

伊人不凡的总裁	胡仲文	1	胡仲文	来自百度百科

丰创翰林国际的容积率	3.48	1	3.48%	来自百度百科

任远芳的性别	女	1	女	来自百度百科

中国农业的历史源流的页数	167页	1	167页	来自百度百科

中华姓氏对联鉴赏的作者	李文郑	1	李文郑	来自百度百科

付大维的民族	汉族	1	汉族	来自百度百科

东搬葡萄西班牙之西一脚的出版时间	2010年7月10日	1	2010年7月10日	来自百度百科

付心德的国籍	中国	1	中国	来自百度百科

伙房自然村的海拔	1400米	1	1400米	来自百度百科

中国少数民族教育史：第一卷的作者	中国少数民族教育史编委会 编　韩达 主编	1	韩达	来自百度百科

东铁匠营第一中学的所属地区	中国 北京	1	中国北京	来自百度百科

亲旧书来多问近况以诗答之的创作年代	宋代	1	宋代	来自百度百科

乐清京开电器有限公司的解释	经销批发的公司、一家集生产加工	1	一家集生产加工、经销批发的公司	来自百度百科

中国印刷人才网的上线时间	2002年	1	2002年	来自百度百科

中国的探险家的出版时间	1998-01	1	1998年1月	来自百度百科

亲密育儿游戏的作者	覃卓颖	1	覃卓颖	来自百度百科

亨利·鲁伊的国籍	阿根廷	1	阿根廷	来自百度百科

京红3号萝卜的外文名	Raphanus sativus L.	1	Raphanus sativus L	来自百度百科

乱花乱界的作者	米有找落	1	米有找落	来自百度百科

中国铁路史画（1876-1995年）的页数	206	1	206页	来自百度百科

中国工人运动史（1-6册）的作者	刘明逵	1	刘明	来自百度百科

东方创世录的作者	混沌元素	1	混沌元素	来自百度百科

中国水资源保护30年：水资源保护实践与探索的出版时间	2011-02-01	1	2011年2月1日	来自百度百科

你该更懂我的作者	花女臣	1	花女臣	来自百度百科

乐清市振德防爆电器厂的总部地点	乐清市	1	乐清市	来自百度百科

倒心形翠雀花的科	毛茛科	1	毛茛科	来自百度知识图谱

像素太空小蜜蜂的日期	2011/10/31	1	2011年10月31日	来自百度百科

中国民间风俗画的作者	肖晓明	1	肖晓明	来自百度百科

于凌安的性别	男	1	男	来自百度百科

主题教学的内涵	指文本负载的言语方式等	1	指文本负载的言语方式等	来自百度百科

乔纳森·斯蒂德的国籍	英格兰	1	英格兰	来自百度百科

你是我可望不可及的的作者	温怡怡	1	温怡怡	来自百度百科

余昌自然村的地理位置	寿山乡元坪行政村、属于山区	1	位于寿山乡西北边	来自百度百科

余春景色彩静物的作者	重庆出版集团	1	重庆出版集团	来自百度百科

供应舰船的外文名	The supply ship	1	The supply ship	来自百度百科

信使在途中的作者	白玛	1	白玛	来自百度百科

人类政治的观察的页数	497页	1	497页	来自百度百科

伊欣欣的出生地	辽宁省锦州市	1	辽宁锦州	来自百度百科

于前洋的毕业院校	华中工学院电机工程系	1	华中科技大学	来自百度百科

中国当代文学作品选的出版社	<a>华中师范大学出版社</a>	1	华中师范大学出版社	来自百度百科

中艺家具进出口公司的隶属	<a>中国工艺（集团）公司</a>	1	中国工艺(集团)公司	来自百度百科

二站乡的别名	二站	1	二站	来自百度百科

中文版Windows 2000 Server网络使用指南的页数	415	1	415页	来自百度百科

中国戏曲艺术大系·京剧卷·说裘盛戎的作者	周育德	1	周育德	来自百度百科

中公版2013浙江教师招聘考试-学科专业知识中学英语的页数	266	1	266页	来自百度百科

中东黑血：中东的战争与和平的作者	文天尧　著	1	文天尧	来自百度百科

中高级职称评定英语应试指南的页数	343	1	343页	来自百度百科

乔丹·博维里的国籍	英格兰	1	英国	来自百度百科

中国周边安全环境分析的出版社	<a>中国国际广播出版社</a>	1	中国国际广播出版社	来自百度百科

中国大学校长演讲录·毕业篇：实录26位名校校长毕业馈赠的作者	潘鸿雁等编	1	潘鸿雁	来自百度百科

义乌阿曼达进出口有限公司的成立时间	2008年1月3日	1	2008年1月3日	来自百度百科

九世达赖的原名	隆朵嘉措	1	隆朵嘉措	来自百度百科

侨福社区的面积	20.5万平方米	1	20.5万平方米	来自百度百科

何锟的出生地	宁夏	1	天津南开	来自百度百科

傅唯泉的国籍	中国	1	中国	来自百度百科

何塞·阿尔贝托·卡尼亚斯·鲁伊斯·埃雷拉的出生地	西班牙	1	西班牙	来自百度百科

二石香车的配音	<a>水原薰</a>	1	水原薰	来自百度百科

人机世界的作者	群殴蚂蚁	1	群殴蚂蚁	来自百度百科

催款讨债技巧与纠纷解决法律处理实务的作者	孙晓璐等	1	孙晓璐	来自百度百科

中国民生银行苏州分行的员工数	300人	1	300	来自百度百科

做月饼的游戏类型	<a>休闲小游戏</a>	1	休闲类	来自百度百科

中国古瓷集珍的页数	205	1	205页	来自百度百科

任东林的性别	男	1	男	来自百度百科

伊兹纳塔的出生日期	1943-07-07	1	1943年7月7日	来自百度百科

丽花独报春的属	报春花属	1	报春花属	来自百度知识图谱

企业经营规划与年度预算的出版时间	2003-1-1	1	2003年1月1日	来自百度百科

五洋建设集团股份有限公司的年营业额	65亿元	1	65亿人民币	来自百度百科

亲亲小狐仙的作者	甜甜柠萌	1	甜甜柠萌	来自百度百科

仙府学苑的作者	星辰寒梦	1	星辰寒梦	来自百度百科

事业单位收入的外文名	revenue for non-profit organization	1	revenue for non-profit organization	来自百度百科

你爱边关我爱你的作词:	石顺义	1	石顺义	来自百度百科

中国影响性诉讼的出版时间	2006年10月1日	1	2006年10月1日	来自百度百科

付林涛的出生日期	1973年12月	1	1973年12月	来自百度百科

付铖的职业	唢呐<a>演奏家</a>	1	唢呐演奏家	来自百度百科

中华政治五千年的作者	李智舜 编	1	李智舜	来自百度百科

乔汀汉学院的外文名	Cheltenham College	1	Cheltenham College	来自百度百科

东莞市精钿模具配件有限公司的总部地点	东莞市	1	东莞市	来自百度百科

中山大学EMBA项目的创办者	孙中山先生	1	孙中山先生	来自百度百科

为她轮回的作者	蝶恋雪花	1	蝶恋雪花	来自百度百科

优派EQ48的亮度	3000流明	1	3000流明	来自百度百科

世界智能测试宝典的作者	张岩                       /            董 锦                       /            徐祥运	1	张岩、徐祥运、董锦	来自百度百科

俞豪杰的职业	讲师、<a>浙江大学</a>材化学院师资博士后	1	浙江大学材化学院师资博士后,讲师	来自百度百科

伊森·本堂的其他名称	伊桑·本堂、本堂伊逊	1	伊桑·本堂、伊逊·本堂 等	来自百度百科

伟创力电子（常州）有限公司的占地面积	66000平方米	1	66000平方米	来自百度百科

亚当森大学的建校年代	1932年	1	1932年	来自百度百科

中平能化集团汝州电化公司的成立时间	2009年5月8日	1	2009年5月8日	来自百度百科

傅绍吕的国籍	中华人民共和国	1	中国	来自百度百科
会展法规的出版时间	2012-8	1	2012年8月	来自百度百科

伊戈尔·斯蒂马奇的出生日期	1967年9月6日	1	1967年9月6日	来自百度百科

乌尔奇招待所的英文名称	Guest House Vulic	1	Guest House Vulic	来自百度百科

伊人、怨宫闱的作者	水慧恋	1	水慧恋	来自百度百科

九龙宾馆的标准间	(185元起)	1	185元起	来自百度百科

伟大的德国农民战争（套装上下册）的页数	1066	1	1066页	来自百度百科

人鬼情末了的页数	69	1	69页	来自百度百科

中华对马耳蕨的界	植物界	1	植物界	来自百度知识图谱

中国人民解放军中将的外文名	The Chinese people's liberation army lieutenant general	1	The Chinese people's liberation army lieutenant general	来自百度百科

中学历史课件制作三合一的出版时间	2005-3	1	2005年3月	来自百度百科

保罗·因诺森蒂的外文名	Paulo Innocenti	1	Paulo Innocenti	来自百度百科

东莞创佳科技有限公司的成立时间	2008年	1	2008年	来自百度百科

中国监察史论的作者	胡沧泽	1	胡沧泽	来自百度百科

于广礼的国籍	中国	1	中国	来自百度百科

俞龙孙的逝世日期	1991	1	1991年	来自百度百科

付晓丽的国籍	中国·	1	中国	来自百度百科

乖乖别闹的填词	<a>乐缤灵</a>	1	乐缤灵	来自百度百科

严志坚的国籍	中国	1	中国	来自百度百科

中村玉绪的出生地	<a>京都府</a>京都市左京区	1	京都府京都左京区	来自百度百科

你好，我们的故事的页数	191	1	191页	来自百度百科

体验式展示设计的作者	卓嘉	1	卓嘉	来自百度百科

企鹅巡逻的游戏类型	益智休闲	1	休闲类、益智类	来自百度百科

云潺的创立时间	1960年	1	1960年	来自百度百科

中国人名大词典的出版社	上海辞书出版社	1	上海辞书出版社	来自百度百科

倪红雁的国籍	中国	1	中国	来自百度百科

俞秉华的国籍	中国	1	中国	来自百度百科

何虹氚的出生日期	1984年10月5日	1	1984年10月5日(天秤座)	来自百度百科

伊莱克斯EQ27G的灶眼数量	2	1	2	来自百度百科

假军官劫狱案的抓获人数	15人	1	15人	来自百度百科

中日工业化进程比较的页数	306	1	306页	来自百度百科

中国玻璃英才网的创办时间	2006年	1	2006年	来自百度百科

九阳DJ13B-D58SG的适用人数	2-5人	1	2-5人	来自百度百科

中山市新艺卫浴设备有限公司的成立时间	1995年	1	1995年	来自百度百科

九坝镇的面积	149.14平方公里	1	149.14平方千米	来自百度百科

仙渡乡岭头村的耕地面积	289亩	1	289亩	来自百度百科

中共南方工作委员会旧址的位置	<a>大埔县</a><a>枫朗镇</a>大埔角新村仓下	1	大埔县枫朗镇大埔角新村仓下	来自百度百科

何钜富的出生地	上海市	1	上海市	来自百度百科

东亚孔雀藓的目	油藓目	1	油藓目	来自百度知识图谱

中国民办教育研究(2003)的出版时间	2004-07	1	2004年7月	来自百度百科

中国出版产业论稿的出版时间	2006-11-30	1	2006年11月30日	来自百度百科

五环明星的出版周期	月刊	1	月刊	来自百度百科

中海沥青股份有限公司的占地面积	40万平方米	1	40万平方米	来自百度百科

修练成精来害你的作者	夏初颜	1	夏初颜	来自百度百科

俞瑞方的民族	汉族	1	汉族	来自百度百科

佩尔·梅特萨克的国籍	德国	1	德国	来自百度百科

东莞市毅鸿实业有限公司的注册资本	人民币 50 万	1	人民币50万	来自百度百科

余世猛的国籍	中国	1	中国	来自百度百科

伊万·勒·拜舒的国籍	法国	1	法国	来自百度百科

买划算的成立时间	2011年3月	1	2011年3月	来自百度百科

做人做事进退智慧全集的出版时间	2010-11-1	1	2010年11月1日	来自百度百科

中国镖局的位于	平遥古城南大街61号	1	平遥古城南大街61号	来自百度百科

伪青梅，伪竹马的作者	佥林	1	佥林	来自百度百科

世界的怀抱的外文名称	《回忆零九十三》	1	《回忆零九十三》	来自百度百科

中国国际食品产业博览会的主办单位	中国副食流通协会	1	中国副食流通协会	来自百度百科

何塞·弗朗西斯科·托雷斯·布里塞尼奥的国籍	委内瑞拉	1	委内瑞拉	来自百度百科

依沟村的地理位置	丁集乡东北部	1	丁集乡东北部	来自百度百科

乐酷网的总部地点	北京市海淀区中关村南大街甲6号铸诚大厦	1	北京市海淀区中关村南大街甲6号铸诚大厦	来自百度百科

云烟雾霭山水画临本的作者	周易	1	周易	来自百度百科

中型航母的排水量	25000到35000	1	30000到60000	来自百度百科

义和公主的国籍	中国	1	中国	来自百度百科

东方良友影视传媒（北京）有限公司的成立时间	2007年	1	2007年	来自百度百科

侠骨丹心（三册）的作者	梁羽生                       /            卢延光（图）	1	卢延光（图）、梁羽生	来自百度百科

中国服饰美学思想研究的作者	兰宇	1	兰宇	来自百度百科

丽珠威的外文名	Valaciclovir Hydrochloride Tablets	1	Valaciclovir Hydrochloride Tablets	来自百度百科

中山公用事业集团股份有限公司的成立于	1992年	1	1992年	来自百度百科

以往与来者的译者	唐超	1	唐超	来自百度百科

中考·竞赛对接辅导：初中数学1的出版时间	第6版 (2011年4月1日)	1	2011年4月1日(第6版)	来自百度百科

储旭华的职业	江苏省人民医院神经内科的副主任医师	1	江苏省人民医院神经内科的副主任医师	来自百度百科

中国文化产业概论的页数	446	1	446页	来自百度百科

九龙半岛的外文名称	Kowloon Peninsula	1	Kowloon Peninsula	来自百度百科

偏二甲基肼中毒的传染性	无传染性	1	无	来自百度百科

主持人即兴口语传播的页数	205	1	205页	来自百度百科

作田裕次的出生日期	1987-12-04	1	1987年12月4日(射手座)	来自百度百科

京扬数码广场的占地面积	52051平米	1	52051平方米	来自百度百科

中医名家学术经验集3:脏腑机能调整按摩法的页数	320页	1	320页	来自百度百科

东莞钲锋金属有限公司的总部地点	东莞	1	东莞	来自百度百科

乱世存活的作者	纪十二郎	1	纪十二郎	来自百度百科

余落自然村的年平均气温	11.5 ℃	1	11.5摄氏度	来自百度百科

交通电子技术的出版时间	2007年05月	1	2007年5月	来自百度百科

东莞生威织袜制衣有限公司的总部地点	东莞	1	东莞	来自百度百科

世界地铁协会的外文名	Community of Metros	1	Community of Metros	来自百度百科

佩克佩梅克的所属运动队	贝西克塔斯足球俱乐部	1	贝西克塔斯足球俱乐部	来自百度百科

保温材料强度拉拔力检测仪的范围	0～5kn	1	0～5kn	来自百度百科

会计准则国际趋同策略的作者	李尚荣	1	李尚荣	来自百度百科

中国医学通史：现代卷的作者	蔡景峰	1	蔡景峰	来自百度百科

东场村的人口	3611人	1	3611人	来自百度百科

人虫对战的游戏大小	4.9M	1	4.9M	来自百度百科

乡村干部的页数	333	1	333页	来自百度百科

中建大公馆的建筑面积	23万方	1	23万方	来自百度百科

企业文化咨询实务的作者	王璞	1	王璞	来自百度百科

中国检察（第12卷）的作者	张智辉	1	张智辉	来自百度百科

云岭之华的出版时间	1998-12	1	1998年12月	来自百度百科

中通外直： 文礼篇的作者	詹德隆	1	詹德隆	来自百度百科

伍家发的籍贯	湖南澧县	1	湖南澧县	来自百度百科

信诚人寿保险有限公司河北省分公司的总部地点	石家庄	1	石家庄	来自百度百科

中国狮子联会的成立时间	2005年6月14日	1	2005年6月14日	来自百度百科

中医学八论的作者	王琦	1	王琦	来自百度百科

中考英语书面表达180篇的页数	218	1	218页	来自百度百科

九天武极的作者	格式美	1	格式美	来自百度百科

侯兴莉的出生地	山东省文登市	1	山东文登	来自百度百科

余思牧的民族	汉族	1	汉族	来自百度百科

任昌丁的星座	射手座	1	射手座	来自百度百科

世界点球大赛2的游戏大小	583K	1	583K	来自百度百科

丹尼尔·格瑞弗斯的出生日期	1959年	1	1959年	来自百度百科

中华人民共和国体育法的实施时间	1995年8月29日	1	1995年10月1日	来自百度百科

中山花园的占地面积	17900.00米	1	17900.00米	来自百度百科

侽一起猥琐吧的作者	猥琐兔V	1	猥琐兔V	来自百度百科

人权入宪的意义	标志着中国对人权保护发展新境界	1	标志着中国对人权保护发展新境界	来自百度百科

保罗·罗梅罗的身高	174cm	1	174cm	来自百度百科

倾你之城的作者	初十	1	初十	来自百度百科

临晋镇的面积	90平方公里	1	90平方千米	来自百度百科

伐鱼河的发源地	天王镇境内秦岭北麓青峰山北侧	1	天王镇境内秦岭北麓青峰山北侧	来自百度百科

乔乃迁的字号	国陶	1	国陶	来自百度百科

中国近现代服装史的出版时间	第1版 (2008年3月1日)	1	2008年3月1日(第1版)	来自百度百科

乔玉环的职业	博士生导师、国主任医师管专家、教授、主任医师	1	医生	来自百度百科

仙龙社区的面积	8平方公里	1	8平方千米	来自百度百科

侯利山的别名	侯庆波	1	侯庆波	来自百度百科

侯孟村的面积	2504亩	1	2504亩	来自百度百科

中国省域城乡发展一体化水平评价报告的页数	513	1	513页	来自百度百科

中华电信股份有限公司的总部地点	台北市中正区信义路一段21-3号	1	中国台北市中正区信义路一段21-3号	来自百度百科

习水县疾病预防控制中心的位置	县城西区	1	县城西区	来自百度百科

临高语话语材料集的作者	<a>刘剑三</a>	1	刘剑三	来自百度百科

中国转向内在：两宋之际的文化转向的页数	174	1	174页	来自百度百科

侨兴8366的上市时间	2007年	1	2007年	来自百度百科

乙基三丙基碘化铵的CAS号	15066-80-5	1	15066-80-5	来自百度百科

信号处理新方法导论的出版时间	2004-11-1	1	2004年11月1日	来自百度百科

东海柠檬郡的占地面积	130亩	1	130亩	来自百度百科

俺咋就不能自己做主呢？的作者	赵志虎	1	赵志虎	来自百度百科

中国联通迪庆分公司的总部地点	北京市	1	北京市	来自百度百科

五纹绿凤蝶海南亚种的外文名	Pathysa antiphates	1	Pathysa antiphates	来自百度百科

中国（北京）国际医疗整形美容产业博览会的主办单位	CAPS由中国整形美容协会	1	CAPS由中国整形美容协会	来自百度百科

何洁门的出生地	中国贵州	1	中国贵州	来自百度百科

中国文化的狂者精神的出版时间	2012年4月第1版	1	2012年4月	来自百度百科

